Title,Title_URL,Image,Info,badgetext,ratingdate,partial_entry,View,Number,note,viamobile,talnk
Consistent and tasty,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r463592676-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-s/01/2a/fd/9f/avatar.jpg,EvanKatesma,144 reviews,Reviewed 1 March 2017 ,The food here is always good - we've visited many times and never had a bad meal. My kids have been regular customers since they were 5 and 7 - and 7 years later it's still our favourite cafe in Preston. The decor is a...More,Date of visit: February 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Excellent!,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r460587447-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://static.tacdn.com/img2/generic/site/no_user_photo-v1.gif,joannea425,10 reviews,Reviewed 17 February 2017 ,"We live in Bendigo and our family travels down once a month to eat at this wonderful restaurant. The service is spot on, the food is always delivered quickly and nice and hot, the staff are always  friendly and accommodating and the price is very...More",Date of visit: February 2017,2  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Fantastic meal at a fantastic price,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r459506797-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e8/ea/default-avatar-2020-63.jpg,Alan F,18 reviews,Reviewed 14 February 2017 ,Basil house has great meals at unbelievable prices. The salt and pepper squid or chicken ribs are to die for. Love the Singapore noodles or the Nasi or Mee Goreng. There is something for everyone to try. The staff are very friendly and accomodating. It...More,Date of visit: February 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Good food,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r385159218-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e2/a7/default-avatar-2020-44.jpg,net_girl_82,17 reviews,Reviewed 23 June 2016 ,"Good food on a budget, limited vegetarian options. The pho looks good but haven't tried it as its not veg. Services is great.",Date of visit: June 2016,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
"Great local thai food , quick service, well priced.",https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r379596306-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,buzibunga,22 reviews,Reviewed 4 June 2016 ,"We frequent this restaurant often and the food is always tasty, fresh and generous. Service is also very quick and no frills. Great for a quick dinner out with the family.",Date of visit: May 2016,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Good value for money,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r372789199-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f2/eb/default-avatar-2020-27.jpg,Celia C,76 reviews,Reviewed 14 May 2016 ,"Basil House is always busy but we never have any problems getting a table. We have our usual favourites on rotation - seafood laksa, pad thai, five spice chicken. Food comes quick and hot, delicious.",Date of visit: April 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Tasty & cheap,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r347824833-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/10/default-avatar-2020-8.jpg,Pazzy1,75 reviews,Reviewed 15 February 2016 ,I enjoy coming to this place as food is cheap and delicious. Love their salt & pepper calamari and Tom Yum soup.,Date of visit: February 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
A lovely dining experience,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r338327178-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/06/04/30/e6/c-f.jpg,C F,10 reviews,Reviewed 8 January 2016 ,My parents and I had dinner at this restaurant in the new year and really enjoyed the whole experience! We were served by a teenage waitress who had arrived in Australia five months before and already spoke great English for someone who'd only just learnt....More,Date of visit: January 2016,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Fantastic Pho,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r337100043-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/0f/6b/12/9a/alexiah200.jpg,alexiah200,60 reviews,Reviewed 4 January 2016 ,I love coming here for a large and cheap meal. The Pho is great and always satisfies. There is a very large variety of Asian cuisines in this restaurant and that's what I love about it. It's always so hard to make a decision as...More,Date of visit: August 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Cheap cheap cheap,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r334130024-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e7/7b/default-avatar-2020-56.jpg,Bali73,30 reviews,Reviewed 21 December 2015 ,"This place is so cheap and yum it has a variety of Asian foods, Vietnamese, Thai & Chinese - most meals are great but there a few that are not the same as what you are used to but they do have over 100 meals...More",Date of visit: November 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Crap,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r326425649-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/01/8c/ed/77/brianyos.jpg,brianyos,11 reviews,Reviewed 13 November 2015 ,"Just horrible. I love commending good food, this was horrible. I asked for chicken chilli basil, I got chicken capsicum and sauce? Amy asked for Singapore noodles with chicken, there was chicken there was noodles, they forgot flavour colour everything. Crap",Date of visit: November 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Great food and service,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r287187133-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/e4/59/default-avatar-2020-49.jpg,Tiger37,32 reviews,Reviewed 9 July 2015 ,Fantastic food at great prices. Very busy place. Love the coconut rice with chicken and also the Calamari. Great place to bring the family.,Date of visit: July 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Everyday treat,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r284956171-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/08/42/3a/c5/emma-g.jpg,Emma G,31 reviews,Reviewed 2 July 2015 ,The food here is always excellent. The staff are friendly and you can get a massive pho for a very cheap price. The range of food is enough to keep you coming back time and time again,Date of visit: June 2015,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Food quality is degrading each time we visit,https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r282872483-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/07/0b/f7/eb/varsha-a.jpg,Varsha A,2 reviews,Reviewed 25 June 2015 ,"Been to this restaurant quite a few times now but last one was just terrible, ordered a stir fried rice and the only things we could see in it was 1 piece of prawn and two little pieces of chicken!!!! Quality is just degrading each...More",Date of visit: May 2015,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
"Clean, healthy, friendly food - one of Melbourne's best cheap eats",https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r275409022-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/29/8d/0a/8d/caption.jpg,jaspap,67 reviews,Reviewed 29 May 2015 ,"This place should be in the top 10 of Melbourne's best cheap eats list.  Cheaper than cooking!

Basil House was our local eat out 1-2 times a week whilst we were living in Preston for 8 years.  We have since moved quite far away and...More",Date of visit: May 2015,2  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
"Fast, cheap and good",https://www.tripadvisor.com.au/ShowUserReviews-g850584-d3442473-r250870262-Basil_House-Preston_Darebin_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/07/36/09/79/mark-m.jpg,Mark M,29 reviews,Reviewed 25 January 2015 ,"Basil House is my default go-to for when I can't be bothered with dinner.

The food is good, everything is at a budget price, service is fast and the menu offers a wide selection of Vietnamese and Thai dishes.

Decor is pleasant if generic, but...More",,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
